"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year,fips,geographic area name,median income (family),median income (nonfamily),total population,commute time,count,county,state
1312.0,11672.0,9622.0,4505.0,13994.0,8044.0,2019,30049,"Lewis and Clark County, Montana",92122,37380,69432,568385.0,6,Lewis and Clark County,mt
2330.0,18062.0,16466.0,7415.0,24561.0,11781.0,2019,30063,"Missoula County, Montana",72141,31680,119600,1246595.0,9,Missoula County,mt
5109.0,34909.0,23540.0,9562.0,24706.0,12170.0,2019,30111,"Yellowstone County, Montana",76959,38046,161300,1548420.0,5,Yellowstone County,mt
16275.0,80965.0,78206.0,27838.0,99282.0,56144.0,2019,31055,"Douglas County, Nebraska",84843,43875,571327,5748010.0,3,Douglas County,or
8084.0,40395.0,39166.0,25399.0,50724.0,29167.0,2019,31109,"Lancaster County, Nebraska",81522,37272,319090,3160870.0,1,Lancaster County,wi
2535.0,28119.0,27585.0,13106.0,31620.0,15828.0,2019,31153,"Sarpy County, Nebraska",98846,43740,187196,2027725.0,3,Sarpy County,tx
127911.0,440002.0,374116.0,133363.0,262662.0,137445.0,2019,32003,"Clark County, Nevada",73527,40884,2266715,26587160.0,2,Clark County,mi
21646.0,73923.0,83135.0,30624.0,63427.0,39979.0,2019,32031,"Washoe County, Nevada",86724,45425,471519,5206380.0,3,Washoe County,or
1639.0,16410.0,11098.0,4856.0,11348.0,6876.0,2019,33005,"Cheshire County, New Hampshire",80149,42097,76085,851605.0,1,Cheshire County,mi
4112.0,15293.0,11093.0,5664.0,13003.0,13563.0,2019,33009,"Grafton County, New Hampshire",81439,34820,89886,1001440.0,4,Grafton County,NY
14956.0,78345.0,53838.0,30012.0,72579.0,39867.0,2019,33011,"Hillsborough County, New Hampshire",102960,52179,417025,5952930.0,161658,Hillsborough County,fl
6564.0,31608.0,18378.0,11137.0,23064.0,15573.0,2019,33013,"Merrimack County, New Hampshire",95135,42520,151391,2095240.0,21,Merrimack County,tx
6708.0,63457.0,38351.0,20094.0,58907.0,37951.0,2019,33015,"Rockingham County, New Hampshire",117014,51139,309769,4891205.0,3,Rockingham County,NY
13849.0,62031.0,35157.0,11813.0,35053.0,16728.0,2019,34001,"Atlantic County, New Jersey",75722,40755,263670,3184040.0,1,Atlantic County,NY
22953.0,138581.0,92695.0,39629.0,209445.0,134616.0,2019,34003,"Bergen County, New Jersey",131230,61554,932202,15599260.0,3,Bergen County,mi
13117.0,86330.0,59596.0,26645.0,78940.0,46074.0,2019,34005,"Burlington County, New Jersey",106539,51821,445349,6575240.0,10,Burlington County,mi
20276.0,105369.0,64518.0,27043.0,74645.0,43563.0,2019,34007,"Camden County, New Jersey",92232,40236,506471,7036810.0,4,Camden County,WA
2866.0,24431.0,13485.0,5040.0,12764.0,9707.0,2019,34009,"Cape May County, New Jersey",90719,36513,92039,986080.0,468,Cape May County,nj
13007.0,41449.0,18117.0,7300.0,10657.0,5882.0,2019,34011,"Cumberland County, New Jersey",65022,34773,149527,1444405.0,336,Cumberland County,nj
35277.0,160914.0,86712.0,28314.0,118339.0,74740.0,2019,34013,"Essex County, New Jersey",81147,39067,798975,13042440.0,1,Essex County,mi
9122.0,64869.0,36817.0,17856.0,45026.0,23789.0,2019,34015,"Gloucester County, New Jersey",107579,46060,291636,4394205.0,1439,Gloucester County,nj
25511.0,112271.0,59850.0,23787.0,129465.0,89379.0,2019,34017,"Hudson County, New Jersey",84407,63618,672391,12781230.0,61,Hudson County,NY
3603.0,17430.0,13605.0,5474.0,29015.0,20054.0,2019,34019,"Hunterdon County, New Jersey",146511,55971,124371,2234530.0,1,Hunterdon County,NY
16167.0,57906.0,35215.0,16798.0,57081.0,53328.0,2019,34021,"Mercer County, New Jersey",107209,39162,367430,4805930.0,1,Mercer County,NY
35260.0,139655.0,84449.0,32407.0,147973.0,101780.0,2019,34023,"Middlesex County, New Jersey",115220,49841,825062,13707060.0,28,Middlesex County,NY
15205.0,100471.0,70720.0,33463.0,127720.0,83849.0,2019,34025,"Monmouth County, New Jersey",129380,53369,618795,10973130.0,6,Monmouth County,NY
9253.0,67719.0,45888.0,19571.0,117222.0,79141.0,2019,34027,"Morris County, New Jersey",146040,66248,491845,7739175.0,6,Morris County,or
19910.0,144122.0,75790.0,32513.0,89049.0,45603.0,2019,34029,"Ocean County, New Jersey",95783,43648,607186,8301460.0,7,Ocean County,NY
19317.0,118879.0,51575.0,17632.0,65704.0,31821.0,2019,34031,"Passaic County, New Jersey",87135,46763,501826,6999955.0,10,Passaic County,NY
3474.0,16573.0,8578.0,4781.0,5301.0,3568.0,2019,34033,"Salem County, New Jersey",81122,34522,62385,792470.0,344,Salem County,nj
5107.0,47188.0,27784.0,13753.0,71900.0,57048.0,2019,34035,"Somerset County, New Jersey",135129,64260,328934,5290355.0,5,Somerset County,NY
4098.0,27266.0,20920.0,9089.0,24376.0,14456.0,2019,34037,"Sussex County, New Jersey",116343,54717,140488,2658430.0,1,Sussex County,NY
20434.0,110198.0,56551.0,19979.0,86972.0,54164.0,2019,34039,"Union County, New Jersey",94087,41419,556341,8665190.0,80,Union County,fl
3814.0,22669.0,16518.0,6097.0,19134.0,6694.0,2019,34041,"Warren County, New Jersey",106434,46966,105267,1858365.0,2,Warren County,NY
34547.0,113185.0,98795.0,42977.0,92636.0,73855.0,2019,35001,"Bernalillo County, New Mexico",68003,38829,679121,7246625.0,2,Bernalillo County,mi
11324.0,28024.0,27222.0,13021.0,20591.0,16057.0,2019,35013,"Doña Ana County, New Mexico",51114,23631,218195,1740930.0,1,Dona Ana County,wi
6777.0,21824.0,24404.0,8008.0,24250.0,21033.0,2019,35049,"Santa Fe County, New Mexico",72542,42764,150358,1462990.0,2,Santa Fe County,WA
4441.0,16506.0,12309.0,5034.0,4939.0,5032.0,2019,35061,"Valencia County, New Mexico",60480,35245,76688,784570.0,3,Valencia County,WA
10898.0,43776.0,30127.0,25706.0,47956.0,41878.0,2019,36001,"Albany County, New York",98162,43294,305506,3245665.0,17259,Albany County,NY
131428.0,271874.0,159672.0,72701.0,118282.0,71893.0,2019,36005,"Bronx County, New York",50835,24294,1418207,25963280.0,7009,Bronx County,NY
8350.0,39186.0,23963.0,17014.0,17423.0,16926.0,2019,36007,"Broome County, New York",67649,33244,190488,1496600.0,3976,Broome County,NY
3206.0,20668.0,9582.0,6451.0,6018.0,5241.0,2019,36009,"Cattaraugus County, New York",62243,28057,76117,789305.0,1043,Cattaraugus County,NY
4662.0,18648.0,10479.0,6785.0,8300.0,4688.0,2019,36011,"Cayuga County, New York",75578,39353,76576,838060.0,4160,Cayuga County,NY
5901.0,29846.0,15075.0,11968.0,13016.0,10089.0,2019,36013,"Chautauqua County, New York",69181,24628,126903,1015580.0,1807,Chautauqua County,NY
3760.0,19181.0,12314.0,8344.0,8165.0,6883.0,2019,36015,"Chemung County, New York",70078,32029,83456,720920.0,2791,Chemung County,NY
4771.0,20090.0,8790.0,5680.0,8023.0,6247.0,2019,36019,"Clinton County, New York",78004,35514,80485,643890.0,1881,Clinton County,NY
10433.0,57180.0,38884.0,22457.0,39690.0,33579.0,2019,36027,"Dutchess County, New York",107176,45494,294218,4560980.0,10670,Dutchess County,NY
29116.0,181853.0,119631.0,82794.0,124738.0,95701.0,2019,36029,"Erie County, New York",79188,37517,918702,9356400.0,6,Erie County,or
4599.0,25321.0,14360.0,8211.0,9421.0,6241.0,2019,36045,"Jefferson County, New York",65378,34631,109834,947030.0,966,Jefferson County,fl
138229.0,472167.0,216409.0,103381.0,419822.0,277094.0,2019,36047,"Kings County, New York",74422,50372,2559903,50560015.0,1,Kings County,mi
2577.0,14509.0,7053.0,6130.0,5669.0,4920.0,2019,36051,"Livingston County, New York",75126,35200,62914,753795.0,2249,Livingston County,NY
2613.0,18088.0,8046.0,7220.0,6581.0,5029.0,2019,36053,"Madison County, New York",82327,32759,70941,788610.0,64,Madison County,fl
30907.0,114172.0,83962.0,60445.0,119003.0,91519.0,2019,36055,"Monroe County, New York",84034,37777,741770,7007855.0,19596,Monroe County,fl
32413.0,207529.0,141917.0,74645.0,249842.0,198328.0,2019,36059,"Nassau County, New York",140640,55246,1356924,24128120.0,13529,Nassau County,fl
73291.0,158877.0,120657.0,43093.0,403257.0,372367.0,2019,36061,"New York County, New York",126690,77491,1628706,26647145.0,3,New York County,or
9166.0,47012.0,29780.0,19529.0,26350.0,16165.0,2019,36063,"Niagara County, New York",77774,31644,209281,2166175.0,4805,Niagara County,NY
11641.0,48085.0,29386.0,18489.0,25480.0,19334.0,2019,36065,"Oneida County, New York",74515,36410,228671,1957950.0,4181,Oneida County,NY
16988.0,82893.0,53353.0,37997.0,63102.0,51861.0,2019,36067,"Onondaga County, New York",84681,39731,460528,4438170.0,12684,Onondaga County,NY
3142.0,20647.0,11781.0,9869.0,16279.0,14417.0,2019,36069,"Ontario County, New York",84200,41049,109777,1210715.0,7681,Ontario County,NY
16664.0,67933.0,49239.0,25753.0,42409.0,35379.0,2019,36071,"Orange County, New York",100230,46856,384940,5909100.0,289800,Orange County,fl
6756.0,28518.0,14883.0,9724.0,10372.0,7333.0,2019,36075,"Oswego County, New York",71749,35841,117124,1298365.0,1519,Oswego County,NY
3334.0,19030.0,15015.0,5039.0,15240.0,12261.0,2019,36079,"Putnam County, New York",121505,61784,98320,2027635.0,756,Putnam County,fl
112726.0,446542.0,236598.0,130799.0,334272.0,207624.0,2019,36081,"Queens County, New York",82534,49538,2253858,47270595.0,7,Queens County,WA
6628.0,31615.0,16447.0,15091.0,20896.0,18203.0,2019,36083,"Rensselaer County, New York",85996,42814,158714,1944510.0,4734,Rensselaer County,NY
20405.0,97259.0,54445.0,24334.0,71914.0,48875.0,2019,36085,"Richmond County, New York",105438,44796,476143,9998285.0,9557,Richmond County,NY
13065.0,43317.0,34835.0,16781.0,46487.0,39510.0,2019,36087,"Rockland County, New York",116404,51571,325789,4172690.0,9395,Rockland County,NY
5565.0,25602.0,12063.0,8925.0,8684.0,7733.0,2019,36089,"St. Lawrence County, New York",65685,28101,107740,844790.0,1587,St. Lawrence County,NY
8199.0,40812.0,25791.0,18279.0,40148.0,30363.0,2019,36091,"Saratoga County, New York",111280,49185,229863,2890120.0,3,Saratoga County,tx
5004.0,31368.0,18249.0,13345.0,22627.0,15566.0,2019,36093,"Schenectady County, New York",85160,47057,155299,1566425.0,3,Schenectady County,tx
3973.0,24600.0,11593.0,9216.0,8066.0,8475.0,2019,36101,"Steuben County, New York",71759,31569,95379,860845.0,2228,Steuben County,NY
52210.0,271535.0,171405.0,102027.0,214035.0,182346.0,2019,36103,"Suffolk County, New York",125309,57312,1476601,24577000.0,2,Suffolk County,mi
3701.0,19121.0,9826.0,4645.0,8049.0,5982.0,2019,36105,"Sullivan County, New York",68127,41003,75432,887000.0,2480,Sullivan County,NY
1599.0,10180.0,7372.0,5483.0,14218.0,19741.0,2019,36109,"Tompkins County, New York",90192,35496,102180,957135.0,7182,Tompkins County,NY
8088.0,37183.0,22324.0,15701.0,21405.0,21327.0,2019,36111,"Ulster County, New York",86335,36586,177573,2348225.0,8487,Ulster County,NY
2356.0,13350.0,8007.0,6299.0,9064.0,7148.0,2019,36113,"Warren County, New York",90063,37114,63944,727275.0,2281,Warren County,NY
4695.0,21727.0,12429.0,8422.0,8970.0,6484.0,2019,36117,"Wayne County, New York",81192,30464,89918,1078005.0,7462,Wayne County,NY
34342.0,129521.0,87330.0,42724.0,171264.0,174038.0,2019,36119,"Westchester County, New York",131023,50815,967506,16159005.0,48674,Westchester County,NY
9309.0,46011.0,33019.0,20744.0,48140.0,30166.0,2019,37021,"Buncombe County, North Carolina",69181,36470,261191,2440560.0,3,Buncombe County,or
6986.0,22081.0,12493.0,8215.0,7212.0,5268.0,2019,37023,"Burke County, North Carolina",60227,26503,90485,915715.0,1,Burke County,nj
7993.0,37386.0,29408.0,13994.0,32289.0,16918.0,2019,37025,"Cabarrus County, North Carolina",85805,36855,216453,3048745.0,2,Cabarrus County,mi
9854.0,32022.0,23981.0,14157.0,18487.0,7530.0,2019,37035,"Catawba County, North Carolina",66741,30416,159551,1720880.0,1,Catawba County,nj
3505.0,11838.0,7354.0,4588.0,11889.0,12334.0,2019,37037,"Chatham County, North Carolina",82689,28310,74470,937440.0,5,Chatham County,mi
5984.0,23511.0,12480.0,7841.0,8063.0,4388.0,2019,37045,"Cleveland County, North Carolina",53571,26313,97947,1077905.0,1,Cleveland County,nj
13128.0,56438.0,58887.0,22750.0,32889.0,18950.0,2019,37051,"Cumberland County, North Carolina",55078,31629,335509,3351815.0,17,Cumberland County,WA
10995.0,41630.0,32619.0,14953.0,53718.0,56313.0,2019,37063,"Durham County, North Carolina",81056,45286,321488,3485300.0,1,Durham County,mi
16959.0,68338.0,52113.0,23133.0,52474.0,33401.0,2019,37067,"Forsyth County, North Carolina",70148,30873,382295,3968370.0,1,Forsyth County,mi
3725.0,14923.0,10857.0,6945.0,8029.0,2741.0,2019,37069,"Franklin County, North Carolina",63804,36639,69685,1062500.0,216,Franklin County,fl
6820.0,26710.0,19495.0,10761.0,14644.0,6590.0,2019,37085,"Harnett County, North Carolina",66600,26646,135976,1679020.0,2,Harnett County,mi
8821.0,35183.0,26238.0,13401.0,26784.0,12172.0,2019,37097,"Iredell County, North Carolina",81610,33287,181806,2138930.0,1,Iredell County,nj
35679.0,121680.0,149704.0,64340.0,224061.0,119534.0,2019,37119,"Mecklenburg County, North Carolina",86834,48198,1110356,14265605.0,1,Mecklenburg County,mi
3655.0,15840.0,15392.0,7016.0,18958.0,9840.0,2019,37125,"Moore County, North Carolina",78517,34853,100880,1068740.0,7,Moore County,WA
7897.0,31044.0,33907.0,16141.0,45487.0,24406.0,2019,37129,"New Hanover County, North Carolina",81497,35492,234473,2179795.0,1,New Hanover County,mi
6448.0,32295.0,26657.0,13905.0,19019.0,7770.0,2019,37133,"Onslow County, North Carolina",54021,33897,197938,1996335.0,7,Onslow County,WA
3474.0,12281.0,11459.0,5619.0,27064.0,32028.0,2019,37135,"Orange County, North Carolina",118498,38051,148476,1527680.0,86940,Orange County,fl
8726.0,36140.0,32841.0,13190.0,39100.0,18682.0,2019,37179,"Union County, North Carolina",100737,40023,239859,3370180.0,28,Union County,fl
29682.0,113857.0,121804.0,57909.0,245903.0,158595.0,2019,37183,"Wake County, North Carolina",104821,49448,1111761,13496195.0,5,Wake County,mi
1610.0,15382.0,12332.0,9748.0,16286.0,6756.0,2019,38015,"Burleigh County, North Dakota",95152,40910,95626,812625.0,1,Burleigh County,wi
1007.0,8016.0,9542.0,6809.0,8926.0,6688.0,2019,38035,"Grand Forks County, North Dakota",81451,32355,69451,613530.0,1,Grand Forks County,mi
4951.0,28962.0,15008.0,5424.0,9208.0,4179.0,2019,39003,"Allen County, Ohio",69534,34339,102351,894950.0,1,Allen County,mi
5526.0,31105.0,14861.0,4941.0,6803.0,2502.0,2019,39007,"Ashtabula County, Ohio",58802,28314,97241,921600.0,2,Ashtabula County,NY
16313.0,83176.0,43258.0,19897.0,51551.0,27186.0,2019,39017,"Butler County, Ohio",85417,37880,383134,4578090.0,9,Butler County,NY
9783.0,45977.0,31170.0,11167.0,28477.0,13577.0,2019,39025,"Clermont County, Ohio",91940,41407,206428,2738510.0,1,Clermont County,mi
58735.0,235550.0,187099.0,72462.0,172875.0,121361.0,2019,39035,"Cuyahoga County, Ohio",70517,34356,1235072,13614535.0,3,Cuyahoga County,mi
4337.0,25538.0,26275.0,9440.0,43735.0,28561.0,2019,39041,"Delaware County, Ohio",129811,42353,209177,2614270.0,1,Delaware County,mi
4813.0,36134.0,23653.0,9302.0,21174.0,10408.0,2019,39045,"Fairfield County, Ohio",85139,36749,157574,2123240.0,1,Fairfield County,wi
49622.0,207801.0,170486.0,59506.0,231548.0,137995.0,2019,39049,"Franklin County, Ohio",82042,44628,1316756,15348210.0,1134,Franklin County,fl
1973.0,16874.0,11159.0,6100.0,14817.0,8327.0,2019,39055,"Geauga County, Ohio",97233,35836,93649,1228260.0,2,Geauga County,mi
4436.0,26857.0,25887.0,9343.0,26794.0,19939.0,2019,39057,"Greene County, Ohio",89205,40866,168937,1573055.0,4,Greene County,mi
32499.0,143561.0,95256.0,46589.0,130468.0,92711.0,2019,39061,"Hamilton County, Ohio",82274,38431,817473,9469870.0,138,Hamilton County,fl
3277.0,18331.0,11362.0,4442.0,7524.0,6491.0,2019,39063,"Hancock County, Ohio",80560,33357,75783,699540.0,3,Hancock County,mi
2475.0,21190.0,8287.0,5148.0,5884.0,2977.0,2019,39081,"Jefferson County, Ohio",59820,30085,65325,599440.0,525,Jefferson County,fl
9457.0,51708.0,41133.0,17275.0,29269.0,14468.0,2019,39085,"Lake County, Ohio",81149,42281,230149,2633590.0,11424,Lake County,fl
8389.0,39813.0,24502.0,12862.0,21227.0,11034.0,2019,39089,"Licking County, Ohio",79737,32982,176862,2247125.0,2,Licking County,mi
17113.0,68192.0,46655.0,24831.0,32677.0,21178.0,2019,39093,"Lorain County, Ohio",77160,33248,309833,3476680.0,1,Lorain County,wi
23733.0,85364.0,67125.0,29911.0,49217.0,29801.0,2019,39095,"Lucas County, Ohio",65250,30195,428348,3996160.0,22,Lucas County,mi
4395.0,20235.0,11384.0,3435.0,3854.0,2419.0,2019,39101,"Marion County, Ohio",61916,32158,65093,593645.0,6900,Marion County,fl
5261.0,38595.0,26704.0,11715.0,28259.0,15951.0,2019,39103,"Medina County, Ohio",95589,43892,179746,2442005.0,2,Medina County,mi
4315.0,27063.0,17119.0,7547.0,9480.0,6672.0,2019,39109,"Miami County, Ohio",81582,35687,106987,1061065.0,4,Miami County,mi
25776.0,98494.0,92935.0,34247.0,63757.0,40718.0,2019,39113,"Montgomery County, Ohio",71636,34222,531687,5282410.0,8,Montgomery County,mi
6026.0,24470.0,10765.0,5157.0,6334.0,4572.0,2019,39119,"Muskingum County, Ohio",65352,29844,86215,912235.0,2,Muskingum County,mi
5912.0,40809.0,18690.0,7856.0,18317.0,12218.0,2019,39133,"Portage County, Ohio",75019,34708,162466,2050785.0,2,Portage County,NY
16911.0,103940.0,51839.0,25489.0,38401.0,19049.0,2019,39151,"Stark County, Ohio",68688,31545,370606,3704545.0,1,Stark County,wi
20330.0,116682.0,82756.0,29649.0,79797.0,45057.0,2019,39153,"Summit County, Ohio",73428,34409,541013,5944125.0,1,Summit County,mi
5949.0,43647.0,25506.0,11220.0,43887.0,27858.0,2019,39165,"Warren County, Ohio",109570,53109,234602,2894460.0,7,Warren County,mi
2950.0,24457.0,14753.0,8112.0,18603.0,11553.0,2019,39173,"Wood County, Ohio",82348,35551,130817,1351855.0,8,Wood County,mi
7851.0,30934.0,21166.0,7270.0,18279.0,8400.0,2019,40017,"Canadian County, Oklahoma",85180,40635,148306,1800265.0,9,Canadian County,or
8882.0,43318.0,43728.0,15360.0,39527.0,24649.0,2019,40027,"Cleveland County, Oklahoma",83305,36837,284014,3340350.0,2,Cleveland County,tx
5806.0,26597.0,22275.0,5681.0,9651.0,6575.0,2019,40031,"Comanche County, Oklahoma",60433,36614,120749,935735.0,13,Comanche County,NY
37051.0,135646.0,116506.0,36498.0,105740.0,64822.0,2019,40109,"Oklahoma County, Oklahoma",71408,38127,797434,7915975.0,9,Oklahoma County,or
28611.0,108593.0,95418.0,37757.0,95702.0,48775.0,2019,40143,"Tulsa County, Oklahoma",74319,35481,651552,6036065.0,272,Tulsa County,NY
1010.0,7404.0,10273.0,4858.0,17504.0,15614.0,2019,41003,"Benton County, Oregon",100075,37542,93053,946575.0,1556,Benton County,or
13643.0,66683.0,74242.0,27553.0,71322.0,39246.0,2019,41005,"Clackamas County, Oregon",97635,46982,418187,5382135.0,10662,Clackamas County,or
6687.0,27455.0,35327.0,16150.0,34219.0,21972.0,2019,41017,"Deschutes County, Oregon",87855,41253,197692,1805180.0,1513,Deschutes County,or
5159.0,28309.0,26938.0,7981.0,7825.0,5158.0,2019,41019,"Douglas County, Oregon",54865,31947,110980,813465.0,475,Douglas County,or
10477.0,45144.0,41389.0,13902.0,25539.0,18520.0,2019,41029,"Jackson County, Oregon",73249,32346,220944,1599495.0,285,Jackson County,fl
6539.0,21697.0,19937.0,5714.0,7007.0,3996.0,2019,41033,"Josephine County, Oregon",54646,33453,87487,542880.0,483,Josephine County,or
3262.0,16043.0,11822.0,5215.0,6431.0,4064.0,2019,41035,"Klamath County, Oregon",62361,27676,68238,439385.0,184,Klamath County,or
13743.0,61427.0,75452.0,23257.0,50858.0,34795.0,2019,41039,"Lane County, Oregon",75523,33049,382067,3573725.0,3484,Lane County,or
8157.0,24269.0,29614.0,8660.0,11093.0,5969.0,2019,41043,"Linn County, Oregon",76343,37279,129749,1411275.0,967,Linn County,or
15506.0,55994.0,60509.0,22477.0,38810.0,19520.0,2019,41047,"Marion County, Oregon",74731,37955,347818,3685135.0,16100,Marion County,fl
25849.0,101685.0,119750.0,42985.0,171134.0,115587.0,2019,41051,"Multnomah County, Oregon",93528,53101,812855,10840555.0,20287,Multnomah County,or
2237.0,12240.0,15608.0,5973.0,10844.0,6957.0,2019,41053,"Polk County, Oregon",99494,35970,86085,1102215.0,9405,Polk County,fl
4986.0,15126.0,14067.0,6104.0,6167.0,3699.0,2019,41059,"Umatilla County, Oregon",75064,36818,77950,579525.0,113,Umatilla County,or
12714.0,80335.0,90492.0,35552.0,109362.0,74561.0,2019,41067,"Washington County, Oregon",104149,55183,601592,7150805.0,380,Washington County,fl
6327.0,17716.0,21264.0,7260.0,11876.0,6436.0,2019,41071,"Yamhill County, Oregon",82426,46047,107100,1189300.0,2323,Yamhill County,or
28725.0,231835.0,142656.0,88476.0,219464.0,160067.0,2019,42003,"Allegheny County, Pennsylvania",90891,40156,1216045,16275025.0,1,Allegheny County,mi
