id,geographic area name,"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year
0500000US01053,"Escambia County, Alabama",18.6,35.3,18.4,8.4,7.4,3.6,2010
0500000US01055,"Etowah County, Alabama",12.5,33.2,24.4,7.8,9.9,5.9,2010
0500000US01057,"Fayette County, Alabama",14.1,37.6,20.4,7.2,5.7,3.7,2010
0500000US01059,"Franklin County, Alabama",17.9,32.2,18.7,7.0,7.6,4.2,2010
0500000US01061,"Geneva County, Alabama",17.4,37.5,19.5,7.3,5.1,2.9,2010
0500000US01063,"Greene County, Alabama",15.9,36.9,20.7,5.0,5.3,4.7,2010
0500000US01065,"Hale County, Alabama",22.2,34.2,20.2,5.6,5.9,4.1,2010
0500000US01067,"Henry County, Alabama",15.6,37.9,17.2,6.0,8.8,6.2,2010
0500000US01069,"Houston County, Alabama",12.1,33.2,21.6,8.1,12.1,6.8,2010
0500000US01071,"Jackson County, Alabama",15.9,36.4,19.6,6.0,7.4,4.6,2010
0500000US01073,"Jefferson County, Alabama",9.5,28.1,22.7,7.0,18.1,10.7,2010
0500000US01075,"Lamar County, Alabama",16.1,41.5,19.2,5.2,6.0,3.3,2010
0500000US01077,"Lauderdale County, Alabama",11.6,34.0,21.0,6.5,13.6,7.9,2010
0500000US01079,"Lawrence County, Alabama",16.3,39.2,18.1,7.3,7.4,3.3,2010
0500000US01081,"Lee County, Alabama",10.0,26.6,20.6,7.0,17.5,13.4,2010
0500000US01083,"Limestone County, Alabama",12.1,32.7,19.7,7.3,14.5,6.3,2010
0500000US01085,"Lowndes County, Alabama",17.0,39.2,16.6,4.8,9.0,3.7,2010
0500000US01087,"Macon County, Alabama",13.1,29.2,20.7,7.9,10.7,10.2,2010
0500000US01089,"Madison County, Alabama",8.3,22.2,21.5,6.7,23.9,13.5,2010
0500000US01091,"Marengo County, Alabama",13.6,37.6,18.7,5.5,12.3,5.6,2010
0500000US01093,"Marion County, Alabama",18.6,35.2,18.8,8.2,5.0,3.8,2010
0500000US01095,"Marshall County, Alabama",14.9,32.2,19.6,7.4,9.1,5.4,2010
0500000US01097,"Mobile County, Alabama",12.8,34.3,20.9,7.3,13.1,6.7,2010
0500000US01099,"Monroe County, Alabama",18.0,39.9,17.5,6.8,8.1,3.1,2010
0500000US01101,"Montgomery County, Alabama",10.5,27.5,21.1,5.5,18.2,12.3,2010
0500000US01103,"Morgan County, Alabama",11.7,31.6,23.5,6.7,13.1,6.0,2010
0500000US01105,"Perry County, Alabama",15.7,37.9,15.3,5.0,8.5,4.9,2010
0500000US01107,"Pickens County, Alabama",13.6,41.9,20.3,5.0,8.1,3.4,2010
0500000US01109,"Pike County, Alabama",13.4,35.5,17.3,3.0,14.4,9.3,2010
0500000US01111,"Randolph County, Alabama",16.8,36.3,17.5,5.6,7.4,4.8,2010
0500000US01113,"Russell County, Alabama",15.1,35.3,22.7,7.0,8.4,3.4,2010
0500000US01115,"St. Clair County, Alabama",14.6,36.4,21.7,6.6,9.8,4.7,2010
0500000US01117,"Shelby County, Alabama",5.6,22.3,22.6,7.0,27.4,12.2,2010
0500000US01119,"Sumter County, Alabama",13.8,40.2,16.8,5.6,7.4,5.3,2010
0500000US01121,"Talladega County, Alabama",16.6,37.1,20.4,6.3,7.4,4.5,2010
0500000US01123,"Tallapoosa County, Alabama",16.1,34.1,19.2,7.1,10.1,5.6,2010
0500000US01125,"Tuscaloosa County, Alabama",10.6,31.3,21.3,6.0,15.7,10.5,2010
0500000US01127,"Walker County, Alabama",16.2,35.7,22.4,7.8,5.5,4.2,2010
0500000US01129,"Washington County, Alabama",12.9,45.5,18.7,4.6,6.5,2.8,2010
0500000US01131,"Wilcox County, Alabama",17.8,35.7,14.2,5.5,10.7,2.4,2010
0500000US01133,"Winston County, Alabama",19.3,33.5,18.8,5.9,5.6,5.6,2010
0500000US02013,"Aleutians East Borough, Alaska",16.9,27.1,20.2,7.1,9.1,0.5,2010
0500000US02016,"Aleutians West Census Area, Alaska",11.4,34.4,21.1,5.9,7.6,1.3,2010
0500000US02020,"Anchorage Municipality, Alaska",5.1,22.9,27.8,8.3,21.4,11.6,2010
0500000US02050,"Bethel Census Area, Alaska",8.6,39.6,21.5,3.3,8.0,5.9,2010
0500000US02060,"Bristol Bay Borough, Alaska",3.3,27.5,38.8,8.3,12.9,3.0,2010
0500000US02068,"Denali Borough, Alaska",3.8,29.7,30.0,8.5,20.9,6.6,2010
0500000US02070,"Dillingham Census Area, Alaska",5.4,31.8,26.8,3.8,11.7,8.5,2010
0500000US02090,"Fairbanks North Star Borough, Alaska",4.9,26.5,29.7,9.7,15.8,11.3,2010
0500000US02100,"Haines Borough, Alaska",5.3,34.4,23.3,3.3,21.4,11.7,2010
0500000US02105,"Hoonah-Angoon Census Area, Alaska",8.9,29.9,22.0,7.7,17.5,10.4,2010
0500000US02110,"Juneau City and Borough, Alaska",3.3,23.8,30.5,6.2,22.2,12.5,2010
0500000US02122,"Kenai Peninsula Borough, Alaska",5.8,32.6,29.5,7.7,14.4,8.0,2010
0500000US02130,"Ketchikan Gateway Borough, Alaska",6.0,30.2,30.2,7.9,16.6,7.6,2010
0500000US02150,"Kodiak Island Borough, Alaska",5.3,27.2,28.7,10.1,16.2,5.6,2010
0500000US02164,"Lake and Peninsula Borough, Alaska",8.8,31.1,29.2,4.2,7.8,5.8,2010
0500000US02170,"Matanuska-Susitna Borough, Alaska",6.2,31.1,30.3,9.6,14.5,6.3,2010
0500000US02180,"Nome Census Area, Alaska",8.6,42.4,23.3,3.2,10.7,4.2,2010
0500000US02185,"North Slope Borough, Alaska",15.1,39.2,19.4,1.8,5.1,8.5,2010
0500000US02188,"Northwest Arctic Borough, Alaska",11.6,42.3,20.7,4.1,7.1,5.4,2010
0500000US02195,"Petersburg Census Area, Alaska",2.4,35.9,25.3,6.8,16.9,10.5,2010
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",9.8,39.5,26.2,4.9,11.8,5.9,2010
0500000US02220,"Sitka City and Borough, Alaska",6.1,26.2,28.0,9.0,18.1,11.0,2010
0500000US02230,"Skagway Municipality, Alaska",3.9,18.6,39.6,4.8,24.8,7.5,2010
0500000US02240,"Southeast Fairbanks Census Area, Alaska",5.0,32.2,33.1,5.8,13.3,6.8,2010
0500000US02261,"Valdez-Cordova Census Area, Alaska",4.4,22.8,36.0,10.1,16.5,7.3,2010
0500000US02270,"Wade Hampton Census Area, Alaska",12.3,43.4,20.3,2.2,4.6,3.1,2010
0500000US02275,"Wrangell City and Borough, Alaska",8.5,37.2,28.9,7.3,15.0,1.2,2010
0500000US02282,"Yakutat City and Borough, Alaska",3.1,31.3,32.1,9.2,13.3,4.6,2010
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",11.2,36.5,27.2,4.3,6.8,4.7,2010
0500000US04001,"Apache County, Arizona",11.9,31.6,22.3,7.9,6.8,3.5,2010
0500000US04003,"Cochise County, Arizona",8.2,25.1,28.4,9.9,13.6,7.8,2010
0500000US04005,"Coconino County, Arizona",7.7,23.5,25.1,7.3,18.2,12.8,2010
0500000US04007,"Gila County, Arizona",11.6,33.0,26.3,9.2,8.8,6.3,2010
0500000US04009,"Graham County, Arizona",12.4,33.6,27.1,7.6,8.2,5.2,2010
0500000US04011,"Greenlee County, Arizona",6.8,34.6,34.7,7.1,10.3,3.2,2010
0500000US04012,"La Paz County, Arizona",12.5,34.1,28.6,5.2,5.7,3.3,2010
0500000US04013,"Maricopa County, Arizona",7.7,23.8,24.8,8.0,18.8,10.3,2010
0500000US04015,"Mohave County, Arizona",12.7,34.6,29.5,6.9,8.0,4.0,2010
0500000US04017,"Navajo County, Arizona",11.7,30.0,27.2,8.9,8.9,5.5,2010
0500000US04019,"Pima County, Arizona",7.9,23.6,25.6,8.0,17.6,12.0,2010
0500000US04021,"Pinal County, Arizona",9.8,29.1,27.6,9.2,12.0,5.9,2010
0500000US04023,"Santa Cruz County, Arizona",13.1,31.1,17.2,5.3,11.5,5.8,2010
0500000US04025,"Yavapai County, Arizona",7.5,27.0,30.5,8.3,14.6,9.1,2010
0500000US04027,"Yuma County, Arizona",13.4,27.0,24.6,6.6,8.7,4.6,2010
0500000US05001,"Arkansas County, Arkansas",12.2,37.8,20.9,6.4,9.2,5.1,2010
0500000US05003,"Ashley County, Arkansas",13.5,45.0,18.5,3.9,10.3,3.4,2010
0500000US05005,"Baxter County, Arkansas",11.4,37.5,24.6,7.0,9.8,4.7,2010
0500000US05007,"Benton County, Arkansas",8.6,31.1,21.2,6.0,18.1,7.8,2010
0500000US05009,"Boone County, Arkansas",9.8,40.8,21.7,6.7,9.8,4.7,2010
0500000US05011,"Bradley County, Arkansas",13.1,39.7,13.7,3.3,9.1,3.6,2010
0500000US05013,"Calhoun County, Arkansas",12.7,45.5,17.3,8.4,4.9,1.7,2010
0500000US05015,"Carroll County, Arkansas",11.6,36.6,19.9,5.1,11.7,5.7,2010
0500000US05017,"Chicot County, Arkansas",18.4,40.6,13.8,2.2,7.8,4.8,2010
0500000US05019,"Clark County, Arkansas",10.1,36.8,17.7,6.8,13.2,8.5,2010
0500000US05021,"Clay County, Arkansas",13.3,41.8,17.6,4.9,5.6,3.1,2010
0500000US05023,"Cleburne County, Arkansas",13.2,35.5,22.6,7.2,9.1,4.7,2010
0500000US05025,"Cleveland County, Arkansas",9.0,45.9,19.4,6.6,11.9,2.0,2010
0500000US05027,"Columbia County, Arkansas",11.9,37.5,19.5,5.9,13.6,7.2,2010
0500000US05029,"Conway County, Arkansas",10.0,44.0,20.0,4.8,9.2,4.6,2010
0500000US05031,"Craighead County, Arkansas",10.0,35.0,20.7,4.5,14.7,8.4,2010
0500000US05033,"Crawford County, Arkansas",15.2,34.8,22.0,7.6,8.6,4.4,2010
0500000US05035,"Crittenden County, Arkansas",17.2,33.8,23.7,4.6,10.7,3.4,2010
0500000US05037,"Cross County, Arkansas",15.0,42.6,16.1,4.7,9.8,2.8,2010
0500000US05039,"Dallas County, Arkansas",12.4,46.0,16.9,4.9,8.6,3.8,2010
0500000US05041,"Desha County, Arkansas",15.0,38.2,16.3,4.4,9.9,3.7,2010
0500000US05043,"Drew County, Arkansas",13.4,37.1,19.8,4.4,13.7,5.7,2010
0500000US05045,"Faulkner County, Arkansas",8.0,32.0,22.7,6.4,17.8,8.6,2010
0500000US05047,"Franklin County, Arkansas",10.5,42.5,23.6,4.9,8.5,3.1,2010
0500000US05049,"Fulton County, Arkansas",12.4,42.5,21.8,5.5,5.5,4.2,2010
0500000US05051,"Garland County, Arkansas",10.2,32.1,25.2,7.5,13.4,6.8,2010
0500000US05053,"Grant County, Arkansas",10.7,45.8,19.2,5.1,9.4,5.3,2010
0500000US05055,"Greene County, Arkansas",11.4,43.9,20.7,4.2,8.2,3.8,2010
0500000US05057,"Hempstead County, Arkansas",12.6,37.9,23.8,4.3,11.0,3.7,2010
0500000US05059,"Hot Spring County, Arkansas",12.4,38.8,21.8,8.1,8.8,3.7,2010
0500000US05061,"Howard County, Arkansas",14.4,43.2,18.8,3.7,8.7,3.7,2010
0500000US05063,"Independence County, Arkansas",10.0,38.7,23.4,5.6,9.8,5.0,2010
0500000US05065,"Izard County, Arkansas",12.0,39.8,24.6,5.0,7.9,4.4,2010
0500000US05067,"Jackson County, Arkansas",17.2,44.0,16.9,4.3,4.8,2.2,2010
0500000US05069,"Jefferson County, Arkansas",12.5,37.8,22.8,4.5,11.7,4.8,2010
0500000US05071,"Johnson County, Arkansas",12.5,40.5,18.7,2.4,10.4,4.4,2010
0500000US05073,"Lafayette County, Arkansas",14.4,43.3,17.4,4.0,9.0,4.3,2010
0500000US05075,"Lawrence County, Arkansas",14.5,42.3,18.2,5.1,6.1,3.1,2010
0500000US05077,"Lee County, Arkansas",20.7,39.6,18.0,3.2,5.9,2.6,2010
0500000US05079,"Lincoln County, Arkansas",16.4,44.6,15.8,4.2,6.4,2.2,2010
0500000US05081,"Little River County, Arkansas",11.5,39.7,21.4,8.2,8.7,3.2,2010
0500000US05083,"Logan County, Arkansas",14.4,42.1,17.1,5.8,8.5,3.2,2010
0500000US05085,"Lonoke County, Arkansas",9.0,36.0,25.1,8.1,11.7,4.9,2010
0500000US05087,"Madison County, Arkansas",14.8,40.7,18.7,3.0,9.3,4.1,2010
0500000US05089,"Marion County, Arkansas",11.1,38.1,26.5,5.6,10.0,4.9,2010
0500000US05091,"Miller County, Arkansas",11.0,41.4,23.6,5.2,9.2,3.5,2010
0500000US05093,"Mississippi County, Arkansas",14.0,37.7,21.8,5.1,8.1,2.9,2010
0500000US05095,"Monroe County, Arkansas",16.6,34.0,15.6,6.7,8.7,3.7,2010
0500000US05097,"Montgomery County, Arkansas",11.9,40.9,21.5,9.8,6.7,3.3,2010
0500000US05099,"Nevada County, Arkansas",17.5,37.9,22.6,7.0,6.4,4.3,2010
0500000US05101,"Newton County, Arkansas",12.7,40.4,20.5,4.9,9.5,2.7,2010
0500000US05103,"Ouachita County, Arkansas",13.2,40.8,22.1,5.7,9.9,3.3,2010
0500000US05105,"Perry County, Arkansas",12.5,46.7,19.6,4.8,6.5,3.9,2010
0500000US05107,"Phillips County, Arkansas",19.4,28.8,19.8,10.3,8.4,3.7,2010
0500000US05109,"Pike County, Arkansas",14.6,39.0,20.5,5.4,7.0,5.3,2010
0500000US05111,"Poinsett County, Arkansas",14.9,43.8,16.5,3.7,6.3,2.5,2010
0500000US05113,"Polk County, Arkansas",13.4,37.8,26.2,6.4,6.3,3.7,2010
0500000US05115,"Pope County, Arkansas",10.4,35.2,22.1,4.6,13.7,6.4,2010
0500000US05117,"Prairie County, Arkansas",13.7,49.7,14.1,2.8,8.1,3.4,2010
0500000US05119,"Pulaski County, Arkansas",7.9,27.8,23.4,6.4,19.2,11.5,2010
0500000US05121,"Randolph County, Arkansas",11.5,39.5,21.2,5.9,8.1,3.0,2010
0500000US05123,"St. Francis County, Arkansas",18.3,37.2,19.3,6.3,6.4,4.2,2010
0500000US05125,"Saline County, Arkansas",8.1,35.7,23.1,6.2,15.6,7.0,2010
0500000US05127,"Scott County, Arkansas",16.4,43.3,16.8,4.7,6.1,2.9,2010
0500000US05129,"Searcy County, Arkansas",15.6,39.4,18.6,5.5,5.4,3.8,2010
0500000US05131,"Sebastian County, Arkansas",10.9,32.1,23.6,7.4,12.0,5.9,2010
0500000US05133,"Sevier County, Arkansas",13.7,34.2,20.2,5.2,6.6,2.6,2010
0500000US05135,"Sharp County, Arkansas",13.1,42.0,20.5,5.4,7.4,5.1,2010
0500000US05137,"Stone County, Arkansas",13.6,39.4,19.3,6.7,6.5,3.8,2010
0500000US05139,"Union County, Arkansas",13.2,36.6,20.3,8.3,11.3,4.8,2010
0500000US05141,"Van Buren County, Arkansas",10.9,36.9,22.9,7.9,9.3,3.9,2010
0500000US05143,"Washington County, Arkansas",10.3,28.7,20.8,4.8,17.5,9.8,2010
0500000US05145,"White County, Arkansas",11.5,38.2,21.2,5.0,10.7,6.6,2010
0500000US05147,"Woodruff County, Arkansas",15.5,44.9,16.2,2.9,7.3,1.7,2010
0500000US05149,"Yell County, Arkansas",17.8,41.2,15.8,2.9,7.7,2.6,2010
0500000US06001,"Alameda County, California",6.6,20.3,18.4,6.9,24.0,16.3,2010
0500000US06003,"Alpine County, California",7.1,26.4,28.4,7.6,16.4,13.3,2010
0500000US06005,"Amador County, California",9.8,30.5,28.5,9.5,13.2,5.8,2010
0500000US06007,"Butte County, California",9.2,23.7,28.8,9.1,16.1,8.1,2010
0500000US06009,"Calaveras County, California",6.6,30.2,31.0,9.9,13.1,6.6,2010
0500000US06011,"Colusa County, California",10.2,27.4,23.1,8.3,8.8,2.9,2010
0500000US06013,"Contra Costa County, California",5.9,19.7,22.3,8.2,24.5,13.7,2010
0500000US06015,"Del Norte County, California",13.2,31.8,27.0,8.2,9.9,4.3,2010
0500000US06017,"El Dorado County, California",4.9,23.3,28.3,10.0,20.9,10.1,2010
0500000US06019,"Fresno County, California",10.8,23.2,22.6,7.6,13.4,6.3,2010
0500000US06021,"Glenn County, California",11.0,24.2,27.2,6.4,11.8,4.3,2010
0500000US06023,"Humboldt County, California",6.4,26.0,29.3,8.8,17.7,8.6,2010
0500000US06025,"Imperial County, California",16.9,23.0,20.6,6.5,8.2,4.0,2010
0500000US06027,"Inyo County, California",6.7,30.5,29.2,8.0,13.4,7.5,2010
0500000US06029,"Kern County, California",13.9,26.8,22.7,6.9,9.8,4.8,2010
0500000US06031,"Kings County, California",13.8,28.1,22.3,7.7,8.5,3.3,2010
0500000US06033,"Lake County, California",8.8,32.9,28.9,8.1,11.7,4.7,2010
0500000US06035,"Lassen County, California",15.0,26.7,29.5,11.3,8.5,3.9,2010
0500000US06037,"Los Angeles County, California",10.2,21.3,18.8,6.8,19.0,9.9,2010
0500000US06039,"Madera County, California",14.7,25.5,22.3,6.6,9.3,4.3,2010
0500000US06041,"Marin County, California",4.1,12.8,18.5,6.4,31.5,22.7,2010
0500000US06043,"Mariposa County, California",8.1,32.7,28.4,8.5,13.9,6.4,2010
0500000US06045,"Mendocino County, California",9.1,25.2,24.9,10.4,13.9,8.7,2010
0500000US06047,"Merced County, California",12.8,25.7,22.1,6.8,8.4,4.1,2010
0500000US06049,"Modoc County, California",10.0,28.9,30.3,9.4,12.3,3.3,2010
0500000US06051,"Mono County, California",7.0,24.4,23.1,10.0,18.6,11.3,2010
0500000US06053,"Monterey County, California",10.2,20.6,19.6,7.2,14.2,9.2,2010
0500000US06055,"Napa County, California",7.6,20.5,23.0,8.7,19.8,10.2,2010
0500000US06057,"Nevada County, California",4.2,22.8,28.8,10.6,21.2,10.7,2010
0500000US06059,"Orange County, California",7.7,18.6,20.9,7.9,23.5,12.4,2010
0500000US06061,"Placer County, California",4.3,20.9,27.4,10.6,23.2,10.9,2010
0500000US06063,"Plumas County, California",6.0,30.2,33.0,9.3,12.6,7.3,2010
0500000US06065,"Riverside County, California",10.8,26.2,24.9,7.6,13.3,7.2,2010
0500000US06067,"Sacramento County, California",7.9,22.4,25.6,9.2,19.0,8.9,2010
0500000US06069,"San Benito County, California",9.7,23.5,23.8,8.2,13.2,5.1,2010
0500000US06071,"San Bernardino County, California",12.1,26.8,24.1,8.3,12.1,6.3,2010
0500000US06073,"San Diego County, California",7.3,19.8,23.1,8.3,21.3,12.7,2010
0500000US06075,"San Francisco County, California",6.0,14.4,14.5,5.6,31.5,19.7,2010
0500000US06077,"San Joaquin County, California",11.5,27.2,23.7,8.3,12.2,5.3,2010
0500000US06079,"San Luis Obispo County, California",7.3,22.0,25.6,9.9,19.2,11.4,2010
0500000US06081,"San Mateo County, California",5.1,17.8,19.0,7.7,27.0,17.0,2010
0500000US06083,"Santa Barbara County, California",7.5,18.5,22.3,8.4,18.6,12.4,2010
0500000US06085,"Santa Clara County, California",6.3,16.5,17.2,7.4,25.7,19.6,2010
0500000US06087,"Santa Cruz County, California",6.2,16.8,22.0,8.0,23.3,13.9,2010
0500000US06089,"Shasta County, California",9.1,26.8,30.9,10.3,13.6,6.4,2010
0500000US06091,"Sierra County, California",7.6,31.2,26.3,7.8,15.9,7.0,2010
0500000US06093,"Siskiyou County, California",8.2,27.2,29.2,9.4,15.2,7.4,2010
0500000US06095,"Solano County, California",7.9,24.5,26.7,10.5,16.7,7.3,2010
0500000US06097,"Sonoma County, California",6.6,21.0,25.2,8.5,20.4,11.1,2010
0500000US06099,"Stanislaus County, California",11.3,27.7,24.4,6.9,11.1,5.1,2010
0500000US06101,"Sutter County, California",10.2,24.8,24.6,10.2,13.2,5.6,2010
0500000US06103,"Tehama County, California",11.9,30.5,29.9,7.4,8.7,3.8,2010
0500000US06105,"Trinity County, California",7.5,27.9,32.3,10.4,15.4,4.1,2010
0500000US06107,"Tulare County, California",11.9,24.5,22.1,7.7,8.8,4.2,2010
0500000US06109,"Tuolumne County, California",10.2,29.3,30.6,10.1,11.2,6.2,2010
0500000US06111,"Ventura County, California",7.8,19.8,23.6,8.1,19.6,11.2,2010
0500000US06113,"Yolo County, California",7.7,20.1,19.0,7.4,20.4,17.4,2010
0500000US06115,"Yuba County, California",12.6,26.9,27.5,10.0,9.4,3.1,2010
0500000US08001,"Adams County, Colorado",11.3,30.4,22.5,7.8,14.5,5.8,2010
0500000US08003,"Alamosa County, Colorado",6.3,27.7,24.6,7.5,13.0,13.5,2010
0500000US08005,"Arapahoe County, Colorado",5.5,21.7,23.0,7.8,24.8,13.1,2010
0500000US08007,"Archuleta County, Colorado",5.2,22.4,24.1,7.7,25.5,13.5,2010
0500000US08009,"Baca County, Colorado",10.1,31.9,24.8,9.3,13.7,5.3,2010
0500000US08011,"Bent County, Colorado",10.2,35.1,24.2,7.9,9.5,3.7,2010
0500000US08013,"Boulder County, Colorado",3.4,13.6,17.5,5.6,32.0,25.0,2010
0500000US08014,"Broomfield County, Colorado",3.3,20.5,21.8,8.7,29.2,15.2,2010
0500000US08015,"Chaffee County, Colorado",6.5,29.3,21.4,6.8,22.8,10.5,2010
0500000US08017,"Cheyenne County, Colorado",5.8,34.2,22.6,12.7,13.9,4.6,2010
0500000US08019,"Clear Creek County, Colorado",2.3,25.0,22.4,7.8,28.4,13.3,2010
0500000US08021,"Conejos County, Colorado",9.1,35.1,21.1,6.6,12.1,6.6,2010
0500000US08023,"Costilla County, Colorado",12.8,33.5,22.0,4.2,8.5,5.8,2010
0500000US08025,"Crowley County, Colorado",17.2,35.3,19.7,5.2,10.6,1.5,2010
0500000US08027,"Custer County, Colorado",4.9,32.8,23.3,8.4,20.2,8.9,2010
0500000US08029,"Delta County, Colorado",8.6,35.9,24.5,7.3,12.3,5.9,2010
0500000US08031,"Denver County, Colorado",8.5,20.5,18.2,5.1,24.3,15.8,2010
0500000US08033,"Dolores County, Colorado",13.0,40.6,22.6,7.9,7.5,7.4,2010
0500000US08035,"Douglas County, Colorado",1.8,14.0,21.1,8.1,37.2,17.2,2010
0500000US08037,"Eagle County, Colorado",5.5,20.1,16.2,5.1,34.2,11.7,2010
0500000US08039,"Elbert County, Colorado",3.2,31.2,25.6,10.1,19.6,9.6,2010
0500000US08041,"El Paso County, Colorado",5.0,22.7,25.2,9.7,21.7,13.2,2010
0500000US08043,"Fremont County, Colorado",11.6,35.2,22.2,5.5,10.9,5.3,2010
0500000US08045,"Garfield County, Colorado",7.8,28.7,24.7,7.8,17.0,7.5,2010
0500000US08047,"Gilpin County, Colorado",4.7,22.4,27.3,11.4,19.0,14.7,2010
0500000US08049,"Grand County, Colorado",3.7,31.8,20.9,13.4,21.4,7.4,2010
0500000US08051,"Gunnison County, Colorado",3.4,18.8,21.8,6.7,34.1,11.8,2010
0500000US08053,"Hinsdale County, Colorado",8.3,13.2,34.6,0.9,15.0,27.0,2010
0500000US08055,"Huerfano County, Colorado",7.6,29.4,21.5,7.1,18.4,8.8,2010
0500000US08057,"Jackson County, Colorado",5.8,33.6,29.8,6.3,17.4,4.3,2010
0500000US08059,"Jefferson County, Colorado",4.9,22.3,23.3,7.9,25.7,13.7,2010
0500000US08061,"Kiowa County, Colorado",4.8,34.0,25.8,11.2,15.8,4.2,2010
0500000US08063,"Kit Carson County, Colorado",6.7,37.1,23.6,8.9,9.1,5.8,2010
0500000US08065,"Lake County, Colorado",10.3,22.6,21.6,14.5,13.2,7.5,2010
0500000US08067,"La Plata County, Colorado",4.8,21.1,25.3,6.6,25.9,14.7,2010
0500000US08069,"Larimer County, Colorado",3.9,20.3,22.8,8.1,25.9,16.6,2010
0500000US08071,"Las Animas County, Colorado",10.5,28.4,23.9,12.1,12.5,6.8,2010
0500000US08073,"Lincoln County, Colorado",9.5,40.1,22.4,6.7,11.3,4.0,2010
0500000US08075,"Logan County, Colorado",6.5,31.7,24.6,12.3,12.4,5.7,2010
0500000US08077,"Mesa County, Colorado",7.4,31.0,24.5,8.3,16.9,8.5,2010
0500000US08079,"Mineral County, Colorado",2.6,30.4,24.3,3.6,27.0,12.0,2010
0500000US08081,"Moffat County, Colorado",7.7,37.8,26.6,9.1,9.9,5.0,2010
0500000US08083,"Montezuma County, Colorado",8.6,29.7,25.1,7.0,16.8,9.7,2010
0500000US08085,"Montrose County, Colorado",7.8,34.0,21.9,7.3,14.1,8.2,2010
0500000US08087,"Morgan County, Colorado",10.4,33.8,21.1,8.2,9.9,4.7,2010
0500000US08089,"Otero County, Colorado",10.9,31.3,22.5,10.6,10.4,5.0,2010
0500000US08091,"Ouray County, Colorado",3.6,23.4,25.0,5.6,28.3,13.0,2010
0500000US08093,"Park County, Colorado",5.3,28.5,25.4,7.1,22.0,10.5,2010
0500000US08095,"Phillips County, Colorado",7.7,33.4,25.8,10.1,10.7,5.3,2010
0500000US08097,"Pitkin County, Colorado",1.9,11.1,19.3,6.0,42.2,17.5,2010
0500000US08099,"Prowers County, Colorado",9.1,29.1,22.5,10.6,11.1,7.2,2010
0500000US08101,"Pueblo County, Colorado",9.9,29.7,25.2,9.9,13.8,7.2,2010
0500000US08103,"Rio Blanco County, Colorado",6.2,33.3,25.1,10.6,17.7,5.0,2010
0500000US08105,"Rio Grande County, Colorado",8.7,31.5,27.8,5.3,12.4,6.9,2010
0500000US08107,"Routt County, Colorado",2.5,20.1,23.8,7.3,31.0,14.6,2010
0500000US08109,"Saguache County, Colorado",11.4,29.3,21.8,5.5,11.0,8.3,2010
0500000US08111,"San Juan County, Colorado",3.4,19.9,39.4,3.2,20.1,10.7,2010
0500000US08113,"San Miguel County, Colorado",3.5,14.4,26.3,5.2,36.1,12.7,2010
0500000US08115,"Sedgwick County, Colorado",9.3,35.0,25.4,9.6,8.3,4.4,2010
0500000US08117,"Summit County, Colorado",2.7,19.3,18.4,6.9,34.7,15.2,2010
0500000US08119,"Teller County, Colorado",3.8,26.6,28.4,8.1,18.0,12.9,2010
0500000US08121,"Washington County, Colorado",8.7,33.3,25.8,8.1,13.1,5.2,2010
0500000US08123,"Weld County, Colorado",8.3,27.5,23.0,8.9,17.5,7.9,2010
0500000US08125,"Yuma County, Colorado",8.8,35.7,22.7,7.5,13.3,4.5,2010
0500000US09001,"Fairfield County, Connecticut",6.2,23.8,14.8,6.1,24.6,19.0,2010
0500000US09003,"Hartford County, Connecticut",7.5,28.7,17.6,7.6,19.1,14.1,2010
0500000US09005,"Litchfield County, Connecticut",6.0,31.1,19.0,8.8,19.8,12.5,2010
0500000US09007,"Middlesex County, Connecticut",5.3,28.5,18.4,8.1,20.9,16.1,2010
0500000US09009,"New Haven County, Connecticut",7.6,31.1,17.9,7.1,17.4,14.3,2010
0500000US09011,"New London County, Connecticut",6.9,31.4,19.6,8.2,16.7,13.9,2010
0500000US09013,"Tolland County, Connecticut",5.7,27.0,18.8,9.5,20.0,16.8,2010
0500000US09015,"Windham County, Connecticut",9.7,37.1,19.0,7.1,12.7,8.6,2010
0500000US10001,"Kent County, Delaware",10.3,34.7,22.3,7.9,12.5,7.4,2010
0500000US10003,"New Castle County, Delaware",7.9,29.4,19.4,7.2,19.3,13.1,2010
0500000US10005,"Sussex County, Delaware",9.7,37.4,19.0,7.6,12.7,8.5,2010
0500000US11001,"District of Columbia, District of Columbia",8.5,19.9,14.2,3.1,22.0,27.2,2010
0500000US12001,"Alachua County, Florida",6.5,20.9,17.3,10.6,20.9,20.0,2010
0500000US12003,"Baker County, Florida",15.0,49.3,14.2,8.6,4.1,2.2,2010
0500000US12005,"Bay County, Florida",9.7,31.5,25.2,9.2,12.9,7.5,2010
0500000US12007,"Bradford County, Florida",18.0,39.7,20.7,7.4,4.7,3.9,2010
0500000US12009,"Brevard County, Florida",7.0,30.6,23.6,10.1,16.5,9.7,2010
0500000US12011,"Broward County, Florida",7.9,28.7,20.1,8.7,19.2,10.4,2010
